Image,Landmark_Name,Landmark_X,Landmark_Y,Landmark_Z,Visibility
041.jpg,NOSE,0.7810851335525513,0.44465720653533936,-0.06102535501122475,0.9994202852249146
041.jpg,LEFT_EYE_INNER,0.79639732837677,0.45699045062065125,-0.0899023711681366,0.9996824264526367
041.jpg,LEFT_EYE,0.797152042388916,0.4623558223247528,-0.09018349647521973,0.9995934367179871
041.jpg,LEFT_EYE_OUTER,0.7978534698486328,0.46756628155708313,-0.09013843536376953,0.999705970287323
041.jpg,RIGHT_EYE_INNER,0.7966891527175903,0.45311224460601807,-0.050883807241916656,0.9997100234031677
041.jpg,RIGHT_EYE,0.7974278926849365,0.4553598165512085,-0.05133127421140671,0.9997088313102722
041.jpg,RIGHT_EYE_OUTER,0.7984152436256409,0.45779725909233093,-0.05154672637581825,0.9998008608818054
041.jpg,LEFT_EAR,0.7979906797409058,0.5034348368644714,-0.14388324320316315,0.9998977184295654
041.jpg,RIGHT_EAR,0.7980254888534546,0.49408334493637085,0.03037143498659134,0.999724805355072
041.jpg,MOUTH_LEFT,0.7684466242790222,0.4642707109451294,-0.07252530008554459,0.9996742010116577
041.jpg,MOUTH_RIGHT,0.7680330872535706,0.4583665132522583,-0.02422642894089222,0.9994184970855713
041.jpg,LEFT_SHOULDER,0.7339655160903931,0.5820885300636292,-0.208196759223938,0.9999740123748779
041.jpg,RIGHT_SHOULDER,0.7135261297225952,0.5205813050270081,0.1509690135717392,0.999599277973175
041.jpg,LEFT_ELBOW,0.6421531438827515,0.6143827438354492,-0.19636954367160797,0.9887278079986572
041.jpg,RIGHT_ELBOW,0.6345506310462952,0.5208666920661926,0.19949257373809814,0.03682577982544899
041.jpg,LEFT_WRIST,0.5989204049110413,0.49422258138656616,-0.07383807748556137,0.8119746446609497
041.jpg,RIGHT_WRIST,0.5904335379600525,0.46182695031166077,0.07237763702869415,0.1584882140159607
041.jpg,LEFT_PINKY,0.5787037014961243,0.4840887486934662,-0.07863534986972809,0.7706544995307922
041.jpg,RIGHT_PINKY,0.5722835063934326,0.45800283551216125,0.058127786964178085,0.28724759817123413
041.jpg,LEFT_INDEX,0.5847626328468323,0.4782358705997467,-0.07791579514741898,0.7653465270996094
041.jpg,RIGHT_INDEX,0.5781897902488708,0.45576635003089905,0.029043326154351234,0.3045547604560852
041.jpg,LEFT_THUMB,0.5906825661659241,0.4825762212276459,-0.06690404564142227,0.7058534622192383
041.jpg,RIGHT_THUMB,0.5835912823677063,0.4597105383872986,0.05436746031045914,0.30242201685905457
041.jpg,LEFT_HIP,0.49301832914352417,0.5518137812614441,-0.102212093770504,0.9999911785125732
041.jpg,RIGHT_HIP,0.49792900681495667,0.5005525350570679,0.10229584574699402,0.9999839067459106
041.jpg,LEFT_KNEE,0.3213820159435272,0.5588821172714233,-0.06100734323263168,0.9887808561325073
041.jpg,RIGHT_KNEE,0.3993237614631653,0.32783737778663635,0.028244396671652794,0.8471214771270752
041.jpg,LEFT_ANKLE,0.18709972500801086,0.6052020192146301,0.01844526082277298,0.9923770427703857
041.jpg,RIGHT_ANKLE,0.3146859407424927,0.5430744886398315,0.12141216546297073,0.5875645279884338
041.jpg,LEFT_HEEL,0.18455910682678223,0.6219977140426636,0.02662716992199421,0.9753057956695557
041.jpg,RIGHT_HEEL,0.32466965913772583,0.5887098908424377,0.13349390029907227,0.6988765001296997
041.jpg,LEFT_FOOT_INDEX,0.12783965468406677,0.5422351360321045,-0.026835836470127106,0.9855279326438904
041.jpg,RIGHT_FOOT_INDEX,0.2586180567741394,0.5713256001472473,0.11730660498142242,0.706163763999939
124.jpg,NOSE,0.37110453844070435,0.5139428973197937,-0.04007035866379738,0.932715892791748
124.jpg,LEFT_EYE_INNER,0.3574203848838806,0.5177937746047974,-0.05609290301799774,0.9428732991218567
124.jpg,LEFT_EYE,0.35650861263275146,0.5169059634208679,-0.056314703077077866,0.9112110733985901
124.jpg,LEFT_EYE_OUTER,0.3553639054298401,0.5125195980072021,-0.05636642873287201,0.956405758857727
124.jpg,RIGHT_EYE_INNER,0.35848963260650635,0.5187497735023499,-0.02964944578707218,0.963366687297821
124.jpg,RIGHT_EYE,0.35725563764572144,0.5187489986419678,-0.029912997037172318,0.9501628875732422
124.jpg,RIGHT_EYE_OUTER,0.3560810983181,0.5192210674285889,-0.030040841549634933,0.9755245447158813
124.jpg,LEFT_EAR,0.3544066250324249,0.4949597716331482,-0.1019846498966217,0.9216203689575195
124.jpg,RIGHT_EAR,0.35602331161499023,0.5010643601417542,0.019574319943785667,0.8719659447669983
124.jpg,MOUTH_LEFT,0.3811742663383484,0.5019636750221252,-0.0515262708067894,0.7605025172233582
124.jpg,MOUTH_RIGHT,0.3805965185165405,0.5050912499427795,-0.018257737159729004,0.7717249989509583
124.jpg,LEFT_SHOULDER,0.4002481997013092,0.4630092978477478,-0.16198444366455078,0.9865585565567017
124.jpg,RIGHT_SHOULDER,0.4105027914047241,0.5060417652130127,0.08066356927156448,0.9776365160942078
124.jpg,LEFT_ELBOW,0.3349642753601074,0.5101714134216309,-0.2279958426952362,0.04981445148587227
124.jpg,RIGHT_ELBOW,0.3638300597667694,0.5428951978683472,0.07606028765439987,0.0023996627423912287
124.jpg,LEFT_WRIST,0.2473713457584381,0.5675735473632812,-0.20704466104507446,0.08085387200117111
124.jpg,RIGHT_WRIST,0.294469952583313,0.5517470240592957,0.01730087585747242,0.01848379708826542
124.jpg,LEFT_PINKY,0.21177077293395996,0.5849867463111877,-0.23424281179904938,0.10115690529346466
124.jpg,RIGHT_PINKY,0.2770240306854248,0.5436689257621765,0.004820059984922409,0.0302578117698431
124.jpg,LEFT_INDEX,0.21257349848747253,0.5782660245895386,-0.2206001877784729,0.08944360911846161
124.jpg,RIGHT_INDEX,0.273800790309906,0.5445649027824402,-0.013010459952056408,0.028216900303959846
124.jpg,LEFT_THUMB,0.22468990087509155,0.5753395557403564,-0.20187579095363617,0.06285810470581055
124.jpg,RIGHT_THUMB,0.2790422737598419,0.5480170845985413,0.005079181864857674,0.025170836597681046
124.jpg,LEFT_HIP,0.5409095883369446,0.4629429578781128,-0.07592777162790298,0.9873030781745911
124.jpg,RIGHT_HIP,0.5389034748077393,0.4952000379562378,0.07570784538984299,0.9884384274482727
124.jpg,LEFT_KNEE,0.41833099722862244,0.413413405418396,-0.029552387073636055,0.003777912585064769
124.jpg,RIGHT_KNEE,0.4270724058151245,0.540303111076355,0.1503022313117981,0.00020621786825358868
124.jpg,LEFT_ANKLE,0.3575085401535034,0.5547078251838684,0.037778012454509735,0.010801214724779129
124.jpg,RIGHT_ANKLE,0.35878971219062805,0.5636940002441406,0.15527814626693726,0.0035089747980237007
124.jpg,LEFT_HEEL,0.35473817586898804,0.5814463496208191,0.041689395904541016,0.021592751145362854
124.jpg,RIGHT_HEEL,0.3577497899532318,0.5665993690490723,0.15545479953289032,0.010909996926784515
124.jpg,LEFT_FOOT_INDEX,0.31291890144348145,0.5715518593788147,-0.01789906807243824,0.016028575599193573
124.jpg,RIGHT_FOOT_INDEX,0.3176352083683014,0.5694125890731812,0.10263185203075409,0.006432465277612209
094.jpg,NOSE,0.7530668377876282,0.4794328510761261,-0.07968895137310028,0.9999575614929199
094.jpg,LEFT_EYE_INNER,0.7671180963516235,0.49330684542655945,-0.08332180231809616,0.9999426603317261
094.jpg,LEFT_EYE,0.767831563949585,0.5025728344917297,-0.08357618749141693,0.999930739402771
094.jpg,LEFT_EYE_OUTER,0.7683509588241577,0.5112258195877075,-0.08363070338964462,0.9999570846557617
